image_id,mask_id,class_name
962154,962154_00000,Lung
962154,962154_00001,Lung
959996,959996_00000,Lung
959996,959996_00001,Lung
960020,960020_00000,Lung
960020,960020_00001,Lung
965793,965793_00000,Lung
965793,965793_00001,Lung
963507,963507_00000,Lung
963507,963507_00001,Lung
963798,963798_00000,Lung
963798,963798_00001,Lung
965290,965290_00000,Lung
965290,965290_00001,Lung
964890,964890_00000,Lung
964890,964890_00001,Lung
962953,962953_00000,Lung
962953,962953_00001,Lung
961800,961800_00000,Lung
961800,961800_00001,Lung
1676207,1676207_00000,Lung
1676207,1676207_00001,Lung
964613,964613_00000,Lung
964613,964613_00001,Lung
963742,963742_00000,Lung
963742,963742_00001,Lung
960449,960449_00000,Lung
960449,960449_00001,Lung
960759,960759_00000,Lung
960759,960759_00001,Lung
962830,962830_00000,Lung
962830,962830_00001,Lung
963574,963574_00000,Lung
963574,963574_00001,Lung
965777,965777_00000,Lung
965777,965777_00001,Lung
963058,963058_00000,Lung
963058,963058_00001,Lung
962266,962266_00000,Lung
962266,962266_00001,Lung
965948,965948_00000,Lung
964228,964228_00000,Lung
964228,964228_00001,Lung
962590,962590_00000,Lung
962590,962590_00001,Lung
964803,964803_00000,Lung
964803,964803_00001,Lung
1676687,1676687_00000,Lung
1676687,1676687_00001,Lung
965546,965546_00000,Lung
965546,965546_00001,Lung
961100,961100_00000,Lung
961100,961100_00001,Lung
960369,960369_00000,Lung
960369,960369_00001,Lung
960868,960868_00000,Lung
960868,960868_00001,Lung
963282,963282_00000,Lung
963282,963282_00001,Lung
964208,964208_00000,Lung
964208,964208_00001,Lung
962984,962984_00000,Lung
962984,962984_00001,Lung
960201,960201_00000,Lung
960201,960201_00001,Lung
962846,962846_00000,Lung
962846,962846_00001,Lung
964273,964273_00000,Lung
964273,964273_00001,Lung
964906,964906_00000,Lung
964906,964906_00001,Lung
960853,960853_00000,Lung
960853,960853_00001,Lung
965041,965041_00000,Lung
965041,965041_00001,Lung
961572,961572_00000,Lung
961572,961572_00001,Lung
962576,962576_00000,Lung
962576,962576_00001,Lung
965946,965946_00000,Lung
965946,965946_00001,Lung
963257,963257_00000,Lung
963257,963257_00001,Lung
965758,965758_00000,Lung
965758,965758_00001,Lung
965079,965079_00000,Lung
965079,965079_00001,Lung
965272,965272_00000,Lung
965272,965272_00001,Lung
964080,964080_00000,Lung
964080,964080_00001,Lung
965814,965814_00000,Lung
965814,965814_00001,Lung
961109,961109_00000,Lung
961109,961109_00001,Lung
961701,961701_00000,Lung
961701,961701_00001,Lung
963776,963776_00000,Lung
963776,963776_00001,Lung
962166,962166_00000,Lung
962166,962166_00001,Lung
1676299,1676299_00000,Lung
1676299,1676299_00001,Lung
964256,964256_00000,Lung
964256,964256_00001,Lung
962124,962124_00000,Lung
962124,962124_00001,Lung
964991,964991_00000,Lung
964991,964991_00001,Lung
962934,962934_00000,Lung
962934,962934_00001,Lung
963734,963734_00000,Lung
963734,963734_00001,Lung
962961,962961_00000,Lung
962961,962961_00001,Lung
963015,963015_00000,Lung
963015,963015_00001,Lung
964810,964810_00000,Lung
964810,964810_00001,Lung
965815,965815_00000,Lung
965815,965815_00001,Lung
964100,964100_00000,Lung
964100,964100_00001,Lung
961480,961480_00000,Lung
961480,961480_00001,Lung
961595,961595_00000,Lung
961595,961595_00001,Lung
962451,962451_00000,Lung
962451,962451_00001,Lung
964535,964535_00000,Lung
964535,964535_00001,Lung
960614,960614_00000,Lung
960614,960614_00001,Lung
960984,960984_00000,Lung
960984,960984_00001,Lung
962207,962207_00000,Lung
962207,962207_00001,Lung
965104,965104_00000,Lung
965104,965104_00001,Lung
964419,964419_00000,Lung
964419,964419_00001,Lung
1676257,1676257_00000,Lung
1676257,1676257_00001,Lung
965151,965151_00000,Lung
965151,965151_00001,Lung
964583,964583_00000,Lung
964583,964583_00001,Lung
962860,962860_00000,Lung
962860,962860_00001,Lung
1676208,1676208_00000,Lung
1676208,1676208_00001,Lung
960754,960754_00000,Lung
960754,960754_00001,Lung
960556,960556_00000,Lung
960556,960556_00001,Lung
1676332,1676332_00000,Lung
1676332,1676332_00001,Lung
962977,962977_00000,Lung
962977,962977_00001,Lung
965189,965189_00000,Lung
965189,965189_00001,Lung
962282,962282_00000,Lung
962282,962282_00001,Lung
965732,965732_00000,Lung
965732,965732_00001,Lung
965683,965683_00000,Lung
965683,965683_00001,Lung
962501,962501_00000,Lung
962501,962501_00001,Lung
963946,963946_00000,Lung
963946,963946_00001,Lung
960503,960503_00000,Lung
960503,960503_00001,Lung
960197,960197_00000,Lung
960197,960197_00001,Lung
964258,964258_00000,Lung
964258,964258_00001,Lung
963072,963072_00000,Lung
963072,963072_00001,Lung
962422,962422_00000,Lung
962422,962422_00001,Lung
1676281,1676281_00000,Lung
1676281,1676281_00001,Lung
962551,962551_00000,Lung
962551,962551_00001,Lung
962546,962546_00000,Lung
962546,962546_00001,Lung
962336,962336_00000,Lung
962336,962336_00001,Lung
1676805,1676805_00000,Lung
1676805,1676805_00001,Lung
1676805,1676805_00002,Ignore
1676805,1676805_00003,Ignore
1676805,1676805_00004,Ignore
1676805,1676805_00005,Ignore
1676805,1676805_00006,Ignore
1676805,1676805_00007,Ignore
1676805,1676805_00008,Ignore
961470,961470_00000,Lung
961470,961470_00001,Lung
965605,965605_00000,Lung
965605,965605_00001,Lung
962943,962943_00000,Lung
962943,962943_00001,Lung
960600,960600_00000,Lung
960600,960600_00001,Lung
965115,965115_00000,Lung
965115,965115_00001,Lung
962689,962689_00000,Lung
962689,962689_00001,Lung
962967,962967_00000,Lung
962967,962967_00001,Lung
960271,960271_00000,Lung
960271,960271_00001,Lung
965640,965640_00000,Lung
965640,965640_00001,Lung
960417,960417_00000,Lung
960417,960417_00001,Lung
965137,965137_00000,Lung
965137,965137_00001,Lung
962453,962453_00000,Lung
962453,962453_00001,Lung
965028,965028_00000,Lung
965028,965028_00001,Lung
963637,963637_00000,Lung
963637,963637_00001,Lung
962889,962889_00000,Lung
962889,962889_00001,Lung
960975,960975_00000,Lung
960975,960975_00001,Lung
962231,962231_00000,Lung
962231,962231_00001,Lung
965253,965253_00000,Lung
965253,965253_00001,Lung
965631,965631_00000,Lung
965631,965631_00001,Lung
960774,960774_00000,Lung
960774,960774_00001,Lung
960058,960058_00000,Lung
960058,960058_00001,Lung
964805,964805_00000,Lung
964805,964805_00001,Lung
964941,964941_00000,Lung
964941,964941_00001,Lung
963985,963985_00000,Lung
963985,963985_00001,Lung
964068,964068_00000,Lung
964068,964068_00001,Lung
962714,962714_00000,Lung
962714,962714_00001,Lung
961919,961919_00000,Lung
961919,961919_00001,Lung
963471,963471_00000,Lung
963471,963471_00001,Lung
963047,963047_00000,Lung
963047,963047_00001,Lung
964385,964385_00000,Lung
964385,964385_00001,Lung
962742,962742_00000,Lung
962742,962742_00001,Lung
960133,960133_00000,Lung
960133,960133_00001,Lung
964322,964322_00000,Lung
964322,964322_00001,Lung
962385,962385_00000,Lung
962385,962385_00001,Lung
964874,964874_00000,Lung
964874,964874_00001,Lung
964420,964420_00000,Lung
964420,964420_00001,Lung
962038,962038_00000,Lung
962038,962038_00001,Lung
961887,961887_00000,Lung
961887,961887_00001,Lung
965340,965340_00000,Lung
965340,965340_00001,Lung
961577,961577_00000,Lung
961577,961577_00001,Lung
964454,964454_00000,Lung
964454,964454_00001,Lung
1676478,1676478_00000,Lung
1676478,1676478_00001,Lung
963381,963381_00000,Lung
963381,963381_00001,Lung
964396,964396_00000,Lung
964396,964396_00001,Lung
962037,962037_00000,Lung
962037,962037_00001,Lung
1676521,1676521_00000,Lung
1676521,1676521_00001,Lung
962818,962818_00000,Lung
962818,962818_00001,Lung
960525,960525_00000,Lung
960525,960525_00001,Lung
1676767,1676767_00000,Lung
1676767,1676767_00001,Lung
962523,962523_00000,Lung
962523,962523_00001,Lung
962155,962155_00000,Lung
962155,962155_00001,Lung
963664,963664_00000,Lung
963664,963664_00001,Lung
965488,965488_00000,Lung
965488,965488_00001,Lung
962034,962034_00000,Lung
962034,962034_00001,Lung
962009,962009_00000,Lung
962009,962009_00001,Lung
1676715,1676715_00000,Lung
1676715,1676715_00001,Lung
965432,965432_00000,Lung
965432,965432_00001,Lung
961883,961883_00000,Lung
961883,961883_00001,Lung
961829,961829_00000,Lung
961829,961829_00001,Lung
960423,960423_00000,Lung
960423,960423_00001,Lung
962611,962611_00000,Lung
962611,962611_00001,Lung
961148,961148_00000,Lung
961148,961148_00001,Lung
965580,965580_00000,Lung
965580,965580_00001,Lung
959869,959869_00000,Lung
959869,959869_00001,Lung
961726,961726_00000,Lung
961726,961726_00001,Lung
964869,964869_00000,Lung
964869,964869_00001,Lung
962950,962950_00000,Lung
962950,962950_00001,Lung
965447,965447_00000,Lung
965447,965447_00001,Lung
960588,960588_00000,Lung
960588,960588_00001,Lung
1676533,1676533_00000,Lung
1676533,1676533_00001,Lung
964071,964071_00000,Lung
964071,964071_00001,Lung
962134,962134_00000,Lung
962134,962134_00001,Lung
964621,964621_00000,Lung
964621,964621_00001,Lung
965492,965492_00000,Lung
965492,965492_00001,Lung
961913,961913_00000,Lung
961913,961913_00001,Lung
1676514,1676514_00000,Lung
1676514,1676514_00001,Lung
960447,960447_00000,Lung
960447,960447_00001,Lung
965201,965201_00000,Lung
965201,965201_00001,Lung
961492,961492_00000,Lung
961492,961492_00001,Lung
965927,965927_00000,Lung
965927,965927_00001,Lung
960413,960413_00000,Lung
960413,960413_00001,Lung
961787,961787_00000,Lung
961787,961787_00001,Lung
964746,964746_00000,Lung
964746,964746_00001,Lung
965641,965641_00000,Lung
965641,965641_00001,Lung
959877,959877_00000,Lung
959877,959877_00001,Lung
964048,964048_00000,Lung
964048,964048_00001,Lung
962527,962527_00000,Lung
962527,962527_00001,Lung
962285,962285_00000,Lung
962285,962285_00001,Lung
961640,961640_00000,Lung
961640,961640_00001,Lung
964881,964881_00000,Lung
964881,964881_00001,Lung
1676200,1676200_00000,Lung
1676200,1676200_00001,Lung
964856,964856_00000,Lung
964856,964856_00001,Lung
963303,963303_00000,Lung
963303,963303_00001,Lung
960162,960162_00000,Lung
960162,960162_00001,Lung
962441,962441_00000,Lung
962441,962441_00001,Lung
960716,960716_00000,Lung
960716,960716_00001,Lung
960876,960876_00000,Lung
960876,960876_00001,Lung
963690,963690_00000,Lung
963690,963690_00001,Lung
963822,963822_00000,Lung
963822,963822_00001,Lung
962608,962608_00000,Lung
962608,962608_00001,Lung
962410,962410_00000,Lung
962410,962410_00001,Lung
1676319,1676319_00000,Lung
1676319,1676319_00001,Lung
965358,965358_00000,Lung
965358,965358_00001,Lung
963618,963618_00000,Lung
963618,963618_00001,Lung
960538,960538_00000,Lung
960538,960538_00001,Lung
961003,961003_00000,Lung
961003,961003_00001,Lung
965267,965267_00000,Lung
965267,965267_00001,Lung
960800,960800_00000,Lung
960800,960800_00001,Lung
964762,964762_00000,Lung
964762,964762_00001,Lung
965490,965490_00000,Lung
965490,965490_00001,Lung
960793,960793_00000,Lung
960793,960793_00001,Lung
962132,962132_00000,Lung
962132,962132_00001,Lung
963181,963181_00000,Lung
963181,963181_00001,Lung
1676595,1676595_00000,Lung
1676595,1676595_00001,Lung
959882,959882_00000,Lung
959882,959882_00001,Lung
963957,963957_00000,Lung
963957,963957_00001,Lung
1676719,1676719_00000,Lung
1676719,1676719_00001,Lung
1676719,1676719_00002,Ignore
960889,960889_00000,Lung
960889,960889_00001,Lung
1676678,1676678_00000,Lung
1676678,1676678_00001,Lung
964774,964774_00000,Lung
964774,964774_00001,Lung
959923,959923_00000,Lung
959923,959923_00001,Lung
960728,960728_00000,Lung
960728,960728_00001,Lung
965309,965309_00000,Lung
965309,965309_00001,Lung
962537,962537_00000,Lung
962537,962537_00001,Lung
960816,960816_00000,Lung
960816,960816_00001,Lung
962594,962594_00000,Lung
962594,962594_00001,Lung
1676397,1676397_00000,Lung
1676397,1676397_00001,Lung
960668,960668_00000,Lung
960668,960668_00001,Lung
960287,960287_00000,Lung
960287,960287_00001,Lung
965921,965921_00000,Lung
965921,965921_00001,Lung
1676580,1676580_00000,Lung
1676580,1676580_00001,Lung
964332,964332_00000,Lung
964332,964332_00001,Lung
965206,965206_00000,Lung
965206,965206_00001,Lung
964893,964893_00000,Lung
964893,964893_00001,Lung
960206,960206_00000,Lung
960206,960206_00001,Lung
1676389,1676389_00000,Lung
1676389,1676389_00001,Lung
963113,963113_00000,Lung
963113,963113_00001,Lung
964787,964787_00000,Lung
964787,964787_00001,Lung
963023,963023_00000,Lung
963023,963023_00001,Lung
961876,961876_00000,Lung
961876,961876_00001,Lung
959897,959897_00000,Lung
959897,959897_00001,Lung
1676584,1676584_00000,Lung
1676584,1676584_00001,Lung
965226,965226_00000,Lung
965226,965226_00001,Lung
960248,960248_00000,Lung
960248,960248_00001,Lung
963308,963308_00000,Lung
963308,963308_00001,Lung
965369,965369_00000,Lung
965369,965369_00001,Lung
960015,960015_00000,Lung
960015,960015_00001,Lung
962634,962634_00000,Lung
962634,962634_00001,Lung
964181,964181_00000,Lung
964181,964181_00001,Lung
961614,961614_00000,Lung
961614,961614_00001,Lung
964052,964052_00000,Lung
964052,964052_00001,Lung
961736,961736_00000,Lung
961736,961736_00001,Lung
964147,964147_00000,Lung
964147,964147_00001,Lung
959862,959862_00000,Lung
959862,959862_00001,Lung
964822,964822_00000,Lung
964822,964822_00001,Lung
963816,963816_00000,Lung
963816,963816_00001,Lung
963166,963166_00000,Lung
963166,963166_00001,Lung
959976,959976_00000,Lung
959976,959976_00001,Lung
965060,965060_00000,Lung
965060,965060_00001,Lung
965917,965917_00000,Lung
965917,965917_00001,Lung
960626,960626_00000,Lung
960626,960626_00001,Lung
962352,962352_00000,Lung
962352,962352_00001,Lung
965862,965862_00000,Lung
965862,965862_00001,Lung
960617,960617_00000,Lung
960617,960617_00001,Lung
960005,960005_00000,Lung
960005,960005_00001,Lung
965020,965020_00000,Lung
965020,965020_00001,Lung
961528,961528_00000,Lung
961528,961528_00001,Lung
963780,963780_00000,Lung
963780,963780_00001,Lung
960577,960577_00000,Lung
960577,960577_00001,Lung
960085,960085_00000,Lung
960085,960085_00001,Lung
965728,965728_00000,Lung
965728,965728_00001,Lung
962955,962955_00000,Lung
962955,962955_00001,Lung
963435,963435_00000,Lung
963435,963435_00001,Lung
960564,960564_00000,Lung
960564,960564_00001,Lung
962361,962361_00000,Lung
962361,962361_00001,Lung
962788,962788_00000,Lung
962788,962788_00001,Lung
964723,964723_00000,Lung
964723,964723_00001,Lung
961858,961858_00000,Lung
961858,961858_00001,Lung
964998,964998_00000,Lung
964998,964998_00001,Lung
960894,960894_00000,Lung
960894,960894_00001,Lung
962687,962687_00000,Lung
962687,962687_00001,Lung
960648,960648_00000,Lung
960648,960648_00001,Lung
1676594,1676594_00000,Lung
1676594,1676594_00001,Lung
964550,964550_00000,Lung
964550,964550_00001,Lung
1676408,1676408_00000,Lung
1676408,1676408_00001,Lung
964899,964899_00000,Lung
964899,964899_00001,Lung
962412,962412_00000,Lung
962412,962412_00001,Lung
964849,964849_00000,Lung
964849,964849_00001,Lung
964414,964414_00000,Lung
964414,964414_00001,Lung
961820,961820_00000,Lung
961820,961820_00001,Lung
963717,963717_00000,Lung
963717,963717_00001,Lung
963550,963550_00000,Lung
963550,963550_00001,Lung
961737,961737_00000,Lung
961737,961737_00001,Lung
964886,964886_00000,Lung
964886,964886_00001,Lung
963194,963194_00000,Lung
963194,963194_00001,Lung
1676346,1676346_00000,Lung
1676346,1676346_00001,Lung
962605,962605_00000,Lung
962605,962605_00001,Lung
965593,965593_00000,Lung
965593,965593_00001,Lung
962668,962668_00000,Lung
962668,962668_00001,Lung
964846,964846_00000,Lung
964846,964846_00001,Lung
962789,962789_00000,Lung
962789,962789_00001,Lung
965322,965322_00000,Lung
965322,965322_00001,Lung
1676819,1676819_00000,Lung
1676819,1676819_00001,Lung
1676353,1676353_00000,Ignore
1676353,1676353_00001,Lung
1676353,1676353_00002,Ignore
1676353,1676353_00003,Lung
964602,964602_00000,Lung
964602,964602_00001,Lung
963814,963814_00000,Lung
963814,963814_00001,Lung
960575,960575_00000,Lung
960575,960575_00001,Lung
965866,965866_00000,Lung
965866,965866_00001,Lung
960593,960593_00000,Lung
960593,960593_00001,Lung
960817,960817_00000,Lung
960817,960817_00001,Lung
965225,965225_00000,Lung
965225,965225_00001,Lung
964697,964697_00000,Lung
964697,964697_00001,Lung
965722,965722_00000,Lung
965722,965722_00001,Lung
963930,963930_00000,Lung
963930,963930_00001,Lung
961056,961056_00000,Lung
961056,961056_00001,Lung
963389,963389_00000,Lung
963389,963389_00001,Lung
962355,962355_00000,Lung
962355,962355_00001,Lung
960019,960019_00000,Lung
960019,960019_00001,Lung
963441,963441_00000,Lung
963441,963441_00001,Lung
960709,960709_00000,Lung
960709,960709_00001,Lung
965714,965714_00000,Lung
965714,965714_00001,Lung
964225,964225_00000,Lung
964225,964225_00001,Lung
963300,963300_00000,Lung
963300,963300_00001,Lung
965397,965397_00000,Lung
965397,965397_00001,Lung
963145,963145_00000,Lung
963145,963145_00001,Lung
964004,964004_00000,Lung
964004,964004_00001,Lung
964117,964117_00000,Lung
964117,964117_00001,Lung
960660,960660_00000,Lung
960660,960660_00001,Lung
959910,959910_00000,Lung
959910,959910_00001,Lung
963366,963366_00000,Lung
963366,963366_00001,Lung
962465,962465_00000,Lung
962465,962465_00001,Lung
961118,961118_00000,Lung
961118,961118_00001,Lung
964818,964818_00000,Lung
964818,964818_00001,Lung
962899,962899_00000,Lung
962899,962899_00001,Lung
965776,965776_00000,Lung
965776,965776_00001,Lung
964643,964643_00000,Lung
964643,964643_00001,Lung
962718,962718_00000,Lung
962718,962718_00001,Lung
960057,960057_00000,Lung
960057,960057_00001,Lung
964271,964271_00000,Lung
964271,964271_00001,Lung
960584,960584_00000,Lung
960584,960584_00001,Lung
961878,961878_00000,Lung
961878,961878_00001,Lung
960553,960553_00000,Lung
960553,960553_00001,Lung
965010,965010_00000,Lung
965010,965010_00001,Lung
960063,960063_00000,Lung
960063,960063_00001,Lung
965702,965702_00000,Lung
965702,965702_00001,Lung
1676790,1676790_00000,Lung
1676790,1676790_00001,Lung
962013,962013_00000,Lung
962013,962013_00001,Lung
960174,960174_00000,Lung
960174,960174_00001,Lung
963636,963636_00000,Lung
963636,963636_00001,Lung
963772,963772_00000,Lung
963772,963772_00001,Lung
961958,961958_00000,Lung
961958,961958_00001,Lung
963548,963548_00000,Lung
963548,963548_00001,Lung
963268,963268_00000,Lung
963268,963268_00001,Lung
962190,962190_00000,Lung
962190,962190_00001,Lung
964462,964462_00000,Lung
964462,964462_00001,Lung
964111,964111_00000,Lung
964111,964111_00001,Lung
960367,960367_00000,Lung
960367,960367_00001,Lung
962295,962295_00000,Lung
962295,962295_00001,Lung
962141,962141_00000,Lung
962141,962141_00001,Lung
962356,962356_00000,Lung
962356,962356_00001,Lung
965332,965332_00000,Lung
965332,965332_00001,Lung
963122,963122_00000,Lung
963122,963122_00001,Lung
963071,963071_00000,Lung
963071,963071_00001,Lung
961994,961994_00000,Lung
961994,961994_00001,Lung
962665,962665_00000,Lung
962665,962665_00001,Lung
965749,965749_00000,Lung
965749,965749_00001,Lung
965552,965552_00000,Lung
965552,965552_00001,Lung
960160,960160_00000,Lung
960160,960160_00001,Lung
962221,962221_00000,Lung
962221,962221_00001,Lung
964596,964596_00000,Lung
964596,964596_00001,Lung
962873,962873_00000,Lung
962873,962873_00001,Lung
963386,963386_00000,Lung
963386,963386_00001,Lung
962684,962684_00000,Lung
962684,962684_00001,Lung
964010,964010_00000,Lung
964010,964010_00001,Lung
962008,962008_00000,Lung
962008,962008_00001,Lung
965023,965023_00000,Lung
965023,965023_00001,Lung
965445,965445_00000,Lung
965445,965445_00001,Lung
962439,962439_00000,Lung
962439,962439_00001,Lung
965411,965411_00000,Lung
965411,965411_00001,Lung
960146,960146_00000,Lung
960146,960146_00001,Lung
960098,960098_00000,Lung
960098,960098_00001,Lung
962494,962494_00000,Lung
962494,962494_00001,Lung
961021,961021_00000,Lung
961021,961021_00001,Lung
964358,964358_00000,Lung
964358,964358_00001,Lung
1676392,1676392_00000,Ignore
1676392,1676392_00001,Ignore
1676392,1676392_00002,Lung
1676392,1676392_00003,Lung
960189,960189_00000,Lung
960189,960189_00001,Lung
963712,963712_00000,Lung
963712,963712_00001,Lung
961773,961773_00000,Lung
961773,961773_00001,Lung
962876,962876_00000,Lung
962876,962876_00001,Lung
1676322,1676322_00000,Lung
1676322,1676322_00001,Lung
1676322,1676322_00002,Ignore
961072,961072_00000,Lung
961072,961072_00001,Lung
961697,961697_00000,Lung
961697,961697_00001,Lung
962945,962945_00000,Lung
962945,962945_00001,Lung
960008,960008_00000,Lung
960008,960008_00001,Lung
962905,962905_00000,Lung
962905,962905_00001,Lung
960896,960896_00000,Lung
960896,960896_00001,Lung
960241,960241_00000,Lung
960241,960241_00001,Lung
964727,964727_00000,Lung
964727,964727_00001,Lung
964308,964308_00000,Lung
964308,964308_00001,Lung
965055,965055_00000,Lung
965055,965055_00001,Lung
963055,963055_00000,Lung
963055,963055_00001,Lung
960044,960044_00000,Lung
960044,960044_00001,Lung
963535,963535_00000,Lung
963535,963535_00001,Lung
960741,960741_00000,Lung
960741,960741_00001,Lung
1676400,1676400_00000,Lung
1676400,1676400_00001,Lung
961834,961834_00000,Lung
961834,961834_00001,Lung
964310,964310_00000,Lung
964310,964310_00001,Lung
960956,960956_00000,Lung
960956,960956_00001,Lung
964566,964566_00000,Lung
964566,964566_00001,Lung
961926,961926_00000,Lung
961926,961926_00001,Lung
964845,964845_00000,Lung
964845,964845_00001,Lung
964854,964854_00000,Lung
964854,964854_00001,Lung
962349,962349_00000,Lung
962349,962349_00001,Lung
964446,964446_00000,Lung
964446,964446_00001,Lung
1676517,1676517_00000,Lung
1676517,1676517_00001,Lung
964000,964000_00000,Lung
964000,964000_00001,Lung
965659,965659_00000,Lung
965659,965659_00001,Lung
963932,963932_00000,Lung
963932,963932_00001,Lung
961745,961745_00000,Lung
961745,961745_00001,Lung
965204,965204_00000,Lung
965204,965204_00001,Lung
963702,963702_00000,Lung
963702,963702_00001,Lung
1676249,1676249_00000,Ignore
1676249,1676249_00001,Ignore
1676249,1676249_00002,Ignore
1676249,1676249_00003,Lung
1676249,1676249_00004,Lung
962170,962170_00000,Lung
962170,962170_00001,Lung
962510,962510_00000,Lung
962510,962510_00001,Lung
963252,963252_00000,Lung
963252,963252_00001,Lung
960539,960539_00000,Lung
960539,960539_00001,Lung
965710,965710_00000,Lung
965710,965710_00001,Lung
963419,963419_00000,Lung
963419,963419_00001,Lung
961590,961590_00000,Lung
961590,961590_00001,Lung
962078,962078_00000,Lung
962078,962078_00001,Lung
964374,964374_00000,Lung
964374,964374_00001,Lung
962779,962779_00000,Lung
962779,962779_00001,Lung
961112,961112_00000,Lung
961112,961112_00001,Lung
963634,963634_00000,Lung
963634,963634_00001,Lung
960537,960537_00000,Lung
960537,960537_00001,Lung
963302,963302_00000,Lung
963302,963302_00001,Lung
965547,965547_00000,Lung
965547,965547_00001,Lung
962683,962683_00000,Lung
962683,962683_00001,Lung
963819,963819_00000,Lung
963819,963819_00001,Lung
962821,962821_00000,Lung
962821,962821_00001,Lung
965022,965022_00000,Lung
965022,965022_00001,Lung
964574,964574_00000,Lung
964574,964574_00001,Lung
1676192,1676192_00000,Lung
1676192,1676192_00001,Lung
963923,963923_00000,Lung
963923,963923_00001,Lung
1676563,1676563_00000,Lung
1676563,1676563_00001,Lung
960563,960563_00000,Lung
960563,960563_00001,Lung
965932,965932_00000,Lung
965932,965932_00001,Lung
963323,963323_00000,Lung
963323,963323_00001,Lung
961647,961647_00000,Lung
961647,961647_00001,Lung
960756,960756_00000,Lung
960756,960756_00001,Lung
960919,960919_00000,Lung
960919,960919_00001,Lung
960948,960948_00000,Lung
960948,960948_00001,Lung
963091,963091_00000,Lung
963091,963091_00001,Lung
961587,961587_00000,Lung
961587,961587_00001,Lung
1676749,1676749_00000,Lung
1676749,1676749_00001,Lung
1676749,1676749_00002,Ignore
1676749,1676749_00003,Ignore
1676749,1676749_00004,Ignore
963797,963797_00000,Lung
963797,963797_00001,Lung
959885,959885_00000,Lung
959885,959885_00001,Lung
964085,964085_00000,Lung
964085,964085_00001,Lung
962443,962443_00000,Lung
962443,962443_00001,Lung
963905,963905_00000,Lung
963905,963905_00001,Lung
963486,963486_00000,Lung
963486,963486_00001,Lung
962460,962460_00000,Lung
962460,962460_00001,Lung
960046,960046_00000,Lung
960046,960046_00001,Lung
962050,962050_00000,Lung
962050,962050_00001,Lung
1676832,1676832_00000,Lung
1676832,1676832_00001,Lung
963030,963030_00000,Lung
963030,963030_00001,Lung
963293,963293_00000,Lung
963293,963293_00001,Lung
960191,960191_00000,Lung
960191,960191_00001,Lung
963187,963187_00000,Lung
963187,963187_00001,Lung
963061,963061_00000,Lung
963061,963061_00001,Lung
962574,962574_00000,Lung
962574,962574_00001,Lung
961001,961001_00000,Lung
961001,961001_00001,Lung
960737,960737_00000,Lung
960737,960737_00001,Lung
964985,964985_00000,Lung
964985,964985_00001,Lung
960065,960065_00000,Lung
960065,960065_00001,Lung
965584,965584_00000,Lung
965584,965584_00001,Lung
964368,964368_00000,Lung
964368,964368_00001,Lung
961078,961078_00000,Lung
961078,961078_00001,Lung
962565,962565_00000,Lung
962565,962565_00001,Lung
1676251,1676251_00000,Lung
1676251,1676251_00001,Lung
1676251,1676251_00002,Ignore
1676251,1676251_00003,Ignore
1676251,1676251_00004,Ignore
1676251,1676251_00005,Ignore
1676325,1676325_00000,Lung
1676325,1676325_00001,Lung
965074,965074_00000,Lung
965074,965074_00001,Lung
962545,962545_00000,Lung
962545,962545_00001,Lung
965437,965437_00000,Lung
965437,965437_00001,Lung
960481,960481_00000,Lung
960481,960481_00001,Lung
965773,965773_00000,Lung
965773,965773_00001,Lung
962306,962306_00000,Lung
962306,962306_00001,Lung
960808,960808_00000,Lung
960808,960808_00001,Lung
964581,964581_00000,Lung
964581,964581_00001,Lung
965697,965697_00000,Lung
965697,965697_00001,Lung
960892,960892_00000,Lung
960892,960892_00001,Lung
963442,963442_00000,Lung
963442,963442_00001,Lung
1676568,1676568_00000,Lung
1676568,1676568_00001,Lung
960959,960959_00000,Lung
960959,960959_00001,Lung
960654,960654_00000,Lung
960654,960654_00001,Lung
960304,960304_00000,Lung
960304,960304_00001,Lung
961519,961519_00000,Lung
961519,961519_00001,Lung
960877,960877_00000,Lung
960877,960877_00001,Lung
963959,963959_00000,Lung
963959,963959_00001,Lung
962863,962863_00000,Lung
962863,962863_00001,Lung
961724,961724_00000,Lung
961724,961724_00001,Lung
960526,960526_00000,Lung
960526,960526_00001,Lung
962128,962128_00000,Lung
962128,962128_00001,Lung
960904,960904_00000,Lung
960904,960904_00001,Lung
964431,964431_00000,Lung
964431,964431_00001,Lung
960159,960159_00000,Lung
960159,960159_00001,Lung
961819,961819_00000,Lung
961819,961819_00001,Lung
965898,965898_00000,Lung
965898,965898_00001,Lung
963207,963207_00000,Lung
963207,963207_00001,Lung
965849,965849_00000,Lung
965849,965849_00001,Lung
963916,963916_00000,Lung
963916,963916_00001,Lung
960810,960810_00000,Lung
960810,960810_00001,Lung
963453,963453_00000,Lung
963453,963453_00001,Lung
965865,965865_00000,Lung
965865,965865_00001,Lung
965720,965720_00000,Lung
965720,965720_00001,Lung
960102,960102_00000,Lung
960102,960102_00001,Lung
964898,964898_00000,Lung
964898,964898_00001,Lung
963713,963713_00000,Lung
963713,963713_00001,Lung
1676689,1676689_00000,Lung
1676689,1676689_00001,Lung
960670,960670_00000,Lung
960670,960670_00001,Lung
960561,960561_00000,Lung
960561,960561_00001,Lung
965759,965759_00000,Lung
